"text","label"
"8월 18일 공시한 자기주식 15만 주 취득 완료 공시 (9/13)","1"
"'오딘:발할라 라이징'을 원격으로 즐길 수 있는 리모트 플레이 서비스 '오딘 링크' 출시 (12/14)","1"
"텐센트 Spark 2023에서 '쿠키런:킹덤' 쇼케이스 진행 (5/15)","1"
"e스포츠 구단 DRX에 전략적 투자 단행 (11/28)","1"
"'서머너즈 워: 백년전쟁' C2X 탑재 투표권, 3시간만에 완판, 4월 중 C2X 생태계 합류 예정 (4/5)","1"
"신작 MMORPG '나이트 크로우', 프리뷰 영상 공개 및 16일부터 사전 예약 시작 (3/10)","1"
"3D TPS MOBA PC게임 '오버프라임' 1월 22일 CBT 실시 (1/17)","1"
"일본 퀄리아츠(QualiArts) 개발 모바일 방치형 전략 RPG ‘아이돌리 프라이드’ 국내 퍼블리싱 계약 (12/22)","1"
"인공지능(AI) 자회사인 카카오브레인이 AI 역량 강화를 위해 각자대표 체제로 전환 (6/12)","1"
"4Q 실적 발표 예고(1/19)","1"
"1. 1Q 실적 발표 (5/12)","1"
"다올투자증권, 하반기 이후 다음 성장 동력이 부각되기까지 장기적 관점이 필요하여 목표주가를 23만원엔서 22만원으로 하향 조정 (4/10)","1"
"상반기 출시 예정 신작 MMORPG '제노니아' 티저사이트 오픈 (3/2)","1"
"3월 30일 오전 8시 정기주주총회 소집 결의 (3/11)","1"
"위믹스 플랫폼 인지도 제고 목적으로 미국의 글로벌 인플루언서 마케팅 기업 GG Content와 전략적 제휴 체결 (3/25)","1"
"북미에 위치한 독립 스튜디오 언노운 월즈의 경영진 및 임직원이 크래프톤 주식을 약 300억원 규모로 매입 완료 (11/24)","1"
"NHN빅풋 개발 스포츠 예측 게임 'Project WEMIX Sports(가칭)' 위믹스 플랫폼 서비스 계약 체결 (2/4)","1"
"법인 설립 이후 최초 온라인 쇼케이스 '데브나우(4/14)' 개최 발표 (4/4)","1"
"P&E 게임 ‘크립토 골프 임팩트’, 글로벌 사전예약 시작 (3/16)","1"
"콘솔 신작 '프로젝트 M'의 개발자 코멘터리 영상 통해 비주얼 및 AI 기술 소개 (4/20)","1"
"3Q 실적 발표 (10/26)","1"
"모바일 배틀로얄 ‘뉴스테이트 모바일’이 'Among Us'와 컬래버레이션 진행 (4/14)","1"
"‘디제이맥스 리스펙트V’, 리듬 게임 ‘뮤즈 대쉬’와 콜라보 DLC 출시 (4/28)","1"
"배당정책에 따라 별도 기준 1주당 945원, 총 121억원 규모 현금배당 결정 (2/15)","1"
"NFT게임 플랫폼 기업 '제로엑스앤드(0x&)'가 'XPLA'의 이니셜 벨리데이터로 참여 (1/27)","1"
"NHN클라우드, 과학기술정보통신부에서 정보보호 공시 의무 대상으로 지정 (4/23)","1"
"메구스타 게임이 개발한 2D 액션 RPG ‘언소울드(Unsouled)’의 스팀과 닌텐도 스위치, 엑스박스(Xbox) 게임패스 정식 출시 (4/28)","1"
"이석훈, 한승훈 사외이사 재선임에 따른 사외이사 구성 변경 공시 (3/30)","1"
"신작 MMORPG 'Throne and Liberty' 베타테스트 참가자 5,000명 발표 (5/18)","1"
"주주환원정책 일환으로 85억 원 규모의 자사주 소각 결정 (5/12)","1"
"싱가폴의 디지털 메시징 어플 'WeChat/Wexin'과 파트너십 체결 (2/2)","1"
"인력 규모 12~15% 감축 결정 (12/11)","1"
"한국기업평판연구소 조사 결과, 게임 상장기업 브랜드평판 1위 (6/15)","1"
"신작 슈팅게임 '데드 사이드 클럽' Steam 얼리 액세스 출시 (2/28)","1"
"주차관제 솔루션 기업 파킹 클라우드(주) 의 구주 인수 및 제3자배정 유상증자 844억 규모 참여, 26% 지분 확보 (11/22)","1"
"캐주얼 파티 모바일 게임 'Eggy Party'의 DAU 3,000만 명 돌파하며 최고치 경신 (3/2)","1"
"투자수익 실현 목적으로 보유하던 에스엠엔터테인먼트의 주식 991,902주를 1,488억원에 처분 (3/24)","1"
"'낚시의 신' IP를 활용 신작 '낚시의 신:크루' 블록체인 게임 플랫폼 C2X에 탑재, 글로벌 출시 발표 (1/21)","1"
"R&D 역량 강화를 위한 사옥 건설 목적으로 교토 시 소유 토지 매입 (4/12)","1"
"상상인증권, 공격적인 투자 지속과 파이프라인 확장 전망에 따라 목표주가 5만 5천원으로 상향 조정 (2/8)","1"
"한국 마이크로소프트와 메타버스 사업 협력을 위한 MOU 체결 (2/24)","1"
"1Q 실적 발표 예고 (4/18)","1"
"모바일 퍼즐 게임 '드래곤퀘스트 케시케시' 12/1 일본 출시 (11/2)","1"
"구글 플레이에서 ‘워킹데드: 올스타즈’가  ‘베스트 오브 어워즈’ 우수상 수상 (12/1)","1"
"'XPLA', ABAG(아시아 블록체인 게이밍 연맹)가 주최한 블록체인 게이밍 어워드에서 '가장 영향력 있는 종합 프로젝트'에 선정(1/20)","1"
"4Q 실적 발표 (1/24)","1"
"3개년 배당정책 수립 및 발표 (2/10)","1"
"디지털 헬스케어 사업 전담 헬스케어 사내독립기업(CIC) 설립 계획 발표 (12/2)","1"
"회생계획안 제출기간 연장 (1/26)","1"
"미래에셋·한화투자·삼성·NH투자·다올투자·하나증권, 신작 모멘텀 있음에도 모바일 게임 매출 감소세가 지속되어 목표주가 하향 조정 (2/20)","1"
"PC/콘솔 스포츠 'NHL 22' 출시 (10/15)","1"
"22년 7월 - 9월 실적 발표 (11/8)","1"
"4Q 실적 발표 (2/11)","1"
"넷게임즈에 흡수합병 결정 (12/16)","1"
"4Q 및 연간 실적 발표 예고 (1/19)","1"
"MMORPG 신작 '제노니아', 사전 예약 개시 (4/13)","1"
"온라인 지불서비스 텐페이(財付通)의 외환관리 관련법규 위반으로 RMB 2.78mn (약 $ 0.4mn) 벌금 납부 (11/28)","1"
"1Q 실적 부진과 중국 한한령 재개 우려, 신작 모멘텀 부족으로 30일 기준 종가 약 4% 하락, 8거래일 연속 내림세 (5/30)","1"
"21년 7월 - 9월 실적 발표 (11/9)","1"
"수집형 애니메이션 RPG 신작 '신의 탑: 새로운 세계', 이마트 24와 김밥·햄버거 등 콜라보 진행 (6/14)","1"
"카트라이다 IP 후속작 '카트라이더:드리프트'를 1월 12일 프리시즌을 통해 공개 예정 (1/2)","1"
"3월 29일 오전 9시 정기주주총회 소집 결의 (3/14)","1"
"방치형 판타지 RPG '청년 용사 김덕후 키우기' 출시 (4/11)","1"
"MMORPG '프로젝트 TS' 개발사 '게임테일즈'에 시리즈A 투자 실시 (5/24)","1"
"장현국 대표이사, '지스타(G-Star) 2021' 미디어 기자 간담회 참석 (11/18)","1"
"2D 액션 게임 ‘언소울드’, 4월 28일 정식 출시일 확정 (4/7)","1"
"23년 1월 - 4월 (4Q) 실적 발표 (5/9)","1"
"한국투자증권, 배틀그라운드 모바일의 인도 서비스 재개 시 매출 반등할 가능성 주목, 목표가 10% 상향 조정 (4/17)","1"
"PC 온라인 배틀로얄 게임 ‘하이프스쿼드(HypeSquad / 개발사 넷마블 엔투)’의 알파 테스트 일정 공개 및 참가자 모집 실시 (5/16)","1"
"비주얼 노벨 RPG ‘브라운더스트 스토리’, 글로벌 양대 마켓 정식 출시 (11/29)","1"
"대만 지사 그라비티 커뮤니케이션즈(GVC), 2023 타이베이 국제 게임쇼에 참가해 12종의 신작 소개","1"
"P2E 게임 계획 :","1"
"'에버소울', 출시 4일 만에 구글플레이 앱스토어 매출 9위, 애플 앱스토어 매출 4위 기록(1/9)","1"
"21년 10월 - 12월 실적 발표 (2/7)","1"
"EXD(Exchage By Draco) 아이템 거래 시스템 오픈 (11/30)","1"
"1Q 실적 발표 (2/24)","1"
"'미르의 전설2' 저작권 분쟁 관련 싱가포르 ICC 중재원의 취소신청 기각에 대해 항소 의지 표명 (5/3)","1"
"23년 1월 - 3월 실적 발표 (5/23)","1"
"'미르4' 동시 접속자 수 100만 돌파 발표 (10/27)","1"
"주주총회 소집 결의 (3/2)","1"
"'세라프: 인 더 다크니스'로 블록체인 게임 사업 진출 (3/3)","1"
"22년 1월 - 3월 실적 발표 예고 (4/7)","1"
"NHN데이터, 구글애널리틱스4(GA4) 전환 지원 '다이티 GA 서비스' 출시 (3/8)","1"
"위믹스 투자 승인 프로그램 'WAIT 프로토콜' 신설 (2/23)","1"
"1Q 실적 발표 예고 (4/22)","1"
"닌텐도 스위치 'The Legend of Zelda: Tears of the Kingdom' 출시 (5/12)","1"
"마이크로소프트와 위메이드(자회사 디스민즈워) 개발 중인 신작에 대해 콘솔 플레이 지원 협력 (5/8)","1"
"매일경제의 '사모펀드에 판 카카오모빌리티 지분 되산다'는 보도에 대해 사실이 아님을 해명 (3/16)","1"
"3D MMORPG '라그나로크X:넥스트 제너레이션' 국내 정식 출시 (1/5)","1"
"캐나다 기반의 개발 스튜디오 'SkyBox Labs' 인수(1/6)","1"
"자회사 블록체인 전문기업 미버스랩스가 기존 플레타(Fleta)를 '미버스(MEVerse)'로 새롭게 리브랜딩하고, 미버스 메인넷 2.0 출시 (2/28)","1"
"스마일게이트홀딩스 외 1명 → 위메이드이노베이션으로 최대주주 변경 (1/13)","1"
"블록체인 기반 게임 '라그나로크 랜드버스' 사전 예약 시작 (6/7)","1"
"모바일 지식재산권(IP) 5종 글로벌 퍼블리싱 계약 체결 공시, 계약금은 연결매출액 대비 2.5% 이상 (9/10)","1"
"한국거래소 코스닥시장본부의 기준에 따라 우량기업부 → 중견기업부로 소속부 변경 (4/28)","1"
"온라인 쇼케이스 'Netease Connect 2023' 통해 게임 업데이트 및 신작 게임 8종 공개 (5/21)","1"
"'위믹스' 코인원 재상장에 따른 2/16 상한가 기록 (2/16)","1"
"종속회사인 KaKao Games Europe B. V. 의 4,500억 규모 유상증자 결정 (11/1)","1"
"PC버전 연동 지원 '한게임포커 클래식' iOS 버전 정식 출시 (12/10)","1"
"컴투스 계열사 제작 드라마 ‘재벌집 막내아들’, 10.8%로 동시간 최고 시청률기록하며 미디어 콘텐츠 투자 성과 가시화 (11/21)","1"
"1Q 실적 발표 (5/9)","1"
"정기주주총회 결과 (3/22)","1"
"'우마무스메:프리티 터비'이용자와 갈등 딪고 2,000만원 기부(12/30)","1"
